region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
brooklyn,brooklyn__15__crop_002,TP,brooklyn__15__crop_001,leisure=fitness_centre,9ROUND,leisure=fitness_centre,© 2024 Google / 9ROUND / 30 MIN KICKBOX FITNESS
brooklyn,brooklyn__16__crop_001,TP,brooklyn__16__crop_001,shop=car_repair,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / www.flywingny.com / VENTAS / H / REPARACIONES / 662 / REPAIR
brooklyn,brooklyn__16__crop_002,TP,brooklyn__16__crop_002,office=company,CAMBRIDGE & LEACH INC.,office=company,660 / Personal & Commercial / CAMBRIDGE & LEACH INC. / INSURANCE 756-4200 / 718
brooklyn,brooklyn__16__crop_003,FP,,,FLY WING E-BIKE,shop=motorcycle,R / FLY WING E-BIKE - SALES / REPARACIONES / Tel: 917-608-5570 / www.flywingny.com
brooklyn,brooklyn__17__crop_001,TP,brooklyn__17__crop_001,shop=beauty,Hello One Nail,shop=beauty,Hello One Nail / Hello One Nail Spa / Inc
brooklyn,brooklyn__17__crop_002,TP,brooklyn__17__crop_002,,MARQUIS REAL ESTATE,office=estate_agent,STORE / FOR RENT / EXT 102 / (MARQUIS) / MARQUIS REAL ESTATE / GABRIEL BETESH / 819 NOSTRAND AVE. TEL: 718-5070
brooklyn,brooklyn__18__crop_001,TP,brooklyn__18__crop_001,shop=laundry,Champion Laundry,shop=laundry,Champion Laundry / Dry Cleaning Service / PROFESSIONAL SERVICE FREE PICKUP & DELIVERY 929-374-2587
brooklyn,brooklyn__18__crop_002,TP,brooklyn__18__crop_003,shop=car_repair,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / www.flywingny.com / VENTAS / REPARACIONES / 662 / Tel: 917-605-5570
brooklyn,brooklyn__18__crop_003,TP,brooklyn__18__crop_002,shop=hairdresser,ABC II,shop=hairdresser,ABC II / BARBER SHOP / Unisex / 666 Nostrand Ave. 11216 / Phone: 347.792.6773 · abc2barbershopunisex.com
brooklyn,brooklyn__19__crop_001,TP,brooklyn__19__crop_001,shop=mobile_phone,total,shop=mobile_phone,total / wireless
brooklyn,brooklyn__2__crop_001,TP,brooklyn__2__crop_001,shop=laundry,DUTCH,shop=laundry,DUTCH / CLEANERS / (718)493-3695 / 571
brooklyn,brooklyn__2__crop_002,TP,brooklyn__2__crop_003,office=estate_agent,SPRINT REALTY INC.,office=estate_agent,569 / SPRINT REALTY INC. / D / 718-735-3000 / SALES / RENTALS - RESIDENTIAL & COMMERCIAL - MANAGEMENT - WE BUY HOUSES AL
brooklyn,brooklyn__20__crop_001,TP,brooklyn__20__crop_001,amenity=cafe,island pops,amenity=ice_cream,island pops
brooklyn,brooklyn__20__crop_002,FP,,,island pops,amenity=ice_cream,island pops
brooklyn,brooklyn__20__crop_003,TP,brooklyn__20__crop_002,office=company,EMS ACCOUNTING SERVICE Inc,office=company,ESTS 1995 / EMS ACCOUNTING SERVICE Inc / 672
brooklyn,brooklyn__21__crop_001,TP,brooklyn__21__crop_001,shop=supermarket,Nostrand's Nugs,amenity=restaurant,Nostrand's / Nugs
brooklyn,brooklyn__21__crop_002,TP,brooklyn__21__crop_002,amenity=restaurant,BROTHERS FOOD CORP,shop=convenience,4 / BROTHERS FOOD CORP / 631 NOSTRAND AVE BREAKFAST LUNCH GROCERY DELI
brooklyn,brooklyn__22__crop_001,TP,brooklyn__22__crop_001,,,unknown,
brooklyn,brooklyn__22__crop_002,FP,,,SPRAY FOAM,shop=hardware,(M M 218) / SPRAY FOAM / INSULATION / 855-552-3626
brooklyn,brooklyn__22__crop_003,FP,,,SASCO CONSTRUCTION SERVICE LLC.,shop=hardware,643 NOSTRAND AVE BROOKLYN / SASCO CONSTRUCTION SERVICE LLC. / 432 CONEY ISLAND AVE / BROOKLYN NY 11218 / 917-709-4067 / 
brooklyn,brooklyn__22__crop_004,TP,brooklyn__22__crop_002,,SASCO CONSTRUCTIN SERVICE,shop=hardware,643 NOSTRANDA / AVE BROKLYN / SASCO CONSTRUCTIN SERVICEL. / 432 CONEY ISLAND AVE / BROOKLYN NY 11218 / 917-709-4067 / Fo
brooklyn,brooklyn__22__crop_005,FP,,,,unknown,
brooklyn,brooklyn__23__crop_001,FP,,,Key Food,shop=supermarket,2025 Good / URBAN / MARKET / Key Food / FRESH
brooklyn,brooklyn__24__crop_001,TP,brooklyn__24__crop_001,amenity=restaurant,RYERSON,amenity=cafe,Google / RYERSON / 698 Nostrand Ave
brooklyn,brooklyn__26__crop_001,TP,brooklyn__26__crop_001,amenity=restaurant,the RYERSON,amenity=cafe,the RYERSON / 698 Nostrand Ave
brooklyn,brooklyn__27__crop_001,TP,brooklyn__27__crop_002,shop=supermarket,Shorty Candy,shop=convenience,Grocery / 810 / SHORTY CANDY
brooklyn,brooklyn__27__crop_002,FP,,,CTS BEAUTY AIDS,shop=beauty,AXY 816 / SHOP / INC. / CTS BEAUTY AIDS 100% HUMAN HAIR ETC. / 3-8867
brooklyn,brooklyn__28__crop_001,TP,brooklyn__28__crop_001,shop=beauty,GALAXY BEAUTY SHOP,shop=hairdresser,816 / GALAXY / 816 / BEAUTY SHOP / INC. / SPECIALIZE IN ALL YOUR HAIR / 347-413-8867
brooklyn,brooklyn__28__crop_002,FP,,,Google,office=company,Google
brooklyn,brooklyn__29__crop_001,TP,brooklyn__29__crop_001,shop=supermarket,CROWN DISCOUNT STORE,shop=convenience,CROWN DISCOUNT STORE / 99¢ / 827 / SCHOOL SUPPLIES • HOUSEWARE / KITCHEN NEEDS • LAUNDRY SUPPLIES / CANDY • SODA & MORE
brooklyn,brooklyn__3__crop_001,TP,brooklyn__3__crop_001,shop=laundry,Duo,shop=laundry,Duo / LAUNDROMAT / 718-604-3165 / DROP OFF & SELF SERVICE / 610 NOSTRAND AVE
brooklyn,brooklyn__30__crop_001,TP,brooklyn__30__crop_002,shop=supermarket,Shorty Candy,shop=convenience,Grocery / 810 / SHORTY CANDY
brooklyn,brooklyn__30__crop_002,TP,brooklyn__30__crop_001,,OCCUPATIONAL DISCOUNTS,shop=car_repair,OCCUPATIONAL DISCOUNTS / SAVE BIG ON AUTO
brooklyn,brooklyn__31__crop_001,TP,brooklyn__31__crop_002,,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,amenity=restaurant,Golden Krust / CARIBBEAN BAKERY & GRILL / 718-493-3865
brooklyn,brooklyn__31__crop_002,FP,,,Wise,shop=convenience,ALA / DELI&GRILL / WISE / Cold Beverages Coffee & Pastries Gourmet Sandwiches / Organic Products
brooklyn,brooklyn__31__crop_003,FP,,,Gold,amenity=cafe,Gold / Krug
brooklyn,brooklyn__32__crop_001,TP,brooklyn__32__crop_003,shop=bakery,Dunkin',amenity=fast_food,DUNKIN' / DD / DONUTS
brooklyn,brooklyn__32__crop_002,FP,,,Google,office=company,2024 Google / Google Earth
brooklyn,brooklyn__32__crop_003,TP,brooklyn__32__crop_001,amenity=restaurant,SAL'S,amenity=restaurant,We Serve Halal Food / SAL'S / RESTAURANT / Breakfast Served All Day / (718) 773-8160 / FREE DELIVERY
brooklyn,brooklyn__32__crop_004,TP,brooklyn__32__crop_002,amenity=bar,Eastern & Franklin Wines & Liquors,shop=wines,EASTERN & FRANKLIN / WINES & LIQUORS / 718-773-7570
brooklyn,brooklyn__33__crop_001,TP,brooklyn__33__crop_001,amenity=bank,Capital One Bank,amenity=bank,Capital One Bank
brooklyn,brooklyn__34__crop_001,TP,brooklyn__34__crop_002,amenity=bar,800 Candy & Juice Bar,amenity=fast_food,800 Candy & Juice Bar
brooklyn,brooklyn__34__crop_002,TP,brooklyn__34__crop_001,amenity=restaurant,Royal Yard Food,amenity=restaurant,Royal Yard Food / 347-350-6494
brooklyn,brooklyn__35__crop_001,TP,brooklyn__35__crop_001,amenity=cafe,STARBUCKS COFFEE,amenity=cafe,STARBUCKS COFFEE
brooklyn,brooklyn__35__crop_002,FP,,,ROP & SALON,shop=hairdresser,NY'S / ROP & SALON / 718-637-1200
brooklyn,brooklyn__35__crop_003,FP,,,STARBUCKS COFFEE,amenity=cafe,STARBUCKS COFFEE
brooklyn,brooklyn__36__crop_001,TP,brooklyn__36__crop_002,shop=hairdresser,Jun Nail Salon,shop=beauty,Jun / Nail Salon / NAIL CARE & WAXING / 718-735-0787 / 1958
brooklyn,brooklyn__36__crop_002,TP,brooklyn__36__crop_001,amenity=restaurant,El Barrio Burritos,amenity=fast_food,EL BARRIO / BURRITOS / MEXI · CALI · GRILL / © 2024 Google / 796A EL BARRIO BURRITOS 718.576.6611
brooklyn,brooklyn__37__crop_001,TP,brooklyn__37__crop_001,office=estate_agent,E. Martin Sales & Rentals,office=estate_agent,COMMERCIAL E. MARTIN / RESIDENTIAL / SALES & RENTALS / Serving All Boroughs / APARTMENTS · STORES · HOMES & LAND / 773-3
brooklyn,brooklyn__37__crop_002,TP,brooklyn__37__crop_002,shop=convenience,Grill & Deli,shop=convenience,GRILL / & DELI / Franklin
brooklyn,brooklyn__39__crop_001,FP,,,PURE HEALTH PHARMACY LLC,amenity=pharmacy,776 / 2024 Google / PURE HEALTH / PHARMACY LLC / 718-484-9189 / Dept Within
brooklyn,brooklyn__39__crop_002,FP,,,,amenity=parking,8
brooklyn,brooklyn__4__crop_001,TP,brooklyn__4__crop_001,shop=supermarket,SuperMarket,shop=supermarket,Corp. / SuperMarket
brooklyn,brooklyn__4__crop_002,FP,,,SuperMarket,shop=supermarket,Corp. / SuperMarket
brooklyn,brooklyn__4__crop_003,FP,,,,unknown,
brooklyn,brooklyn__40__crop_001,FP,,,VISTES,amenity=bar,VISTES / 785 Bar 347-627-3247 / 8:30am - 9am / Except Sunday
brooklyn,brooklyn__41__crop_001,TP,brooklyn__41__crop_001,shop=laundry,FRANKLIN EXPRESS / LAUNDRY CENTER,shop=laundry,FRANKLIN EXPRESS / LAUNDRY CENTER
brooklyn,brooklyn__42__crop_001,TP,brooklyn__42__crop_001,amenity=bar,Bagel Pub,amenity=fast_food,Bagel Pub
brooklyn,brooklyn__43__crop_001,TP,brooklyn__43__crop_001,,Coffee House,amenity=cafe,Breukelen / Coffee House
brooklyn,brooklyn__43__crop_002,FP,,,PRES,unknown,PRES
brooklyn,brooklyn__44__crop_001,TP,brooklyn__44__crop_001,shop=supermarket,SJ MARKET,shop=convenience,SJ MARKET / 769
brooklyn,brooklyn__45__crop_001,TP,brooklyn__45__crop_002,,Douglas Elliman,office=estate_agent,PROPERTY FOR SALE / Douglas Elliman / Jerry Minsky Jason Abrishami / m: 917.301.1604 m: 516.238.3520 / o: 718.942.6789 o
brooklyn,brooklyn__45__crop_002,TP,brooklyn__45__crop_001,amenity=restaurant,HAPPY WOK,amenity=fast_food,HAPPY WOK / CHINESE FOOD EAT IN & TAKE OUT / TEL:718-622-3396 / 762 FRANKLIN AVE.
brooklyn,brooklyn__46__crop_001,FP,,,고려대학교,amenity=school,고려대학교 / 법학부
brooklyn,brooklyn__46__crop_002,TP,brooklyn__46__crop_001,office=estate_agent,NOOKLYN,office=estate_agent,NOOKLYN
brooklyn,brooklyn__47__crop_001,TP,brooklyn__47__crop_001,,Douglas Elliman,office=estate_agent,PROPERTY / FOR / SALE / Douglas Elliman / Jerry Minsky / Jason Abrishami / m: 917.301.1604 / 516.238.3520 / M / Licensed
brooklyn,brooklyn__47__crop_002,FP,,,M,amenity=cafe,M
brooklyn,brooklyn__48__crop_001,TP,brooklyn__48__crop_002,shop=convenience,Amigos,shop=convenience,Amigos 458 3rd Ave / DELI & GROCERY / SODA BEER COFFEE BAGELS SANDWICHES CIGARETTES / LOTTO FREE DELIVERY 718 369-0397 L
brooklyn,brooklyn__48__crop_002,TP,brooklyn__48__crop_001,amenity=restaurant,Maria & Tony RESTAURANT,amenity=restaurant,2021 Google / Maria & Tony RESTAURANT / 718-965-4800-0770 FREE DELIVERY SPANISH FOOD OPEN 7 DAYS
brooklyn,brooklyn__49__crop_001,TP,brooklyn__49__crop_001,amenity=car_rental,enterprise,amenity=car_rental,enterprise / rent-a-car
brooklyn,brooklyn__49__crop_002,TP,brooklyn__49__crop_002,amenity=car_rental,enterprise,amenity=car_rental,enterprise / rent-a-car
brooklyn,brooklyn__5__crop_001,TP,brooklyn__5__crop_001,shop=bakery,ROYAL BAKERY & ROTI,shop=bakery,the Biggest Roti in Brooklyn / ROYAL BAKERY & ROTI DOUBLES T&T CHINESE FOOD / 575 Nostrand Ave. OXTAIL ALL T&T DISHES / 
brooklyn,brooklyn__5__crop_002,TP,brooklyn__5__crop_002,shop=jewelry,Nostrand Gold Dealers,shop=jewelry,"WE PAY TOP DOLLAR / 577 / JUST MOVED / We Buy & Sell Gold, Diamond, Silv / ches / Nostrand Gold Dealers / ACROSS THE STR"
brooklyn,brooklyn__50__crop_001,FP,,,GROCERY,shop=convenience,954 / GROCERY / HEROS
brooklyn,brooklyn__50__crop_002,TP,brooklyn__50__crop_001,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant / SPANISH & AMERICAN CUISINE / 452 788-9217
brooklyn,brooklyn__50__crop_003,FP,,,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant / SPANISH & AMERICAN CUISINE / 452 788-9217
brooklyn,brooklyn__51__crop_001,TP,brooklyn__51__crop_001,amenity=car_rental,enterprise,amenity=car_rental,enterprise / rent-a-car
brooklyn,brooklyn__52__crop_001,TP,brooklyn__52__crop_001,office=company,StateFarm,amenity=bank,StateFarm / Dean Zupo deanZupo.com 929-397-2050 / © 2023 Copyright
brooklyn,brooklyn__52__crop_002,FP,,,COLLIS,amenity=restaurant,R. FERF / COLLIS / 788-6288
brooklyn,brooklyn__53__crop_001,TP,brooklyn__53__crop_001,,Four & Twenty Blackbirds,amenity=restaurant,Four & Twenty Blackbirds / 439
brooklyn,brooklyn__54__crop_001,TP,brooklyn__54__crop_001,shop=car_repair,FERRAROC,shop=car_repair,R. / FERRAROC / COMPLETE / 788-6288 COLLISION BODY / COLLISION / WORK / 442
brooklyn,brooklyn__54__crop_002,TP,brooklyn__54__crop_002,amenity=bar,CAROUSEL,amenity=bar,BEER / CAROUSEL / SODA / 435 / OPEN TO / THE PEOPLE / 436 3rd Ave / 715-683-7982
brooklyn,brooklyn__54__crop_003,FP,,,teFarm,shop=convenience,teFarm / po.com929-397-2050 / oo.com
brooklyn,brooklyn__55__crop_001,TP,brooklyn__55__crop_001,amenity=restaurant,QUINN'S,amenity=restaurant,MIGHTY / QUINN'S / Slow Smoked / Barbeque
brooklyn,brooklyn__55__crop_002,FP,,,,unknown,
brooklyn,brooklyn__56__crop_001,TP,brooklyn__56__crop_001,,CAROUSEL BEVERAGES,amenity=bar,718 499-7462 ICE / OPEN TO / THE PUBLIC / CAROUSEL BEVERAGES / FREE DELIVERY / Miller / Guinness / Amstel Light Bass Hei
brooklyn,brooklyn__57__crop_001,TP,brooklyn__57__crop_001,amenity=bar,CAROUSEL,amenity=bar,BEER / OPEN TO THE PUBLIC / CAROUSEL / SODA CAROUSEL / JOSEPH BEVERAGES / DEF OPEN TO / OPEN TO 718 499-7462 / THE PUBLI
brooklyn,brooklyn__57__crop_002,TP,brooklyn__57__crop_002,,CAROUSEL BEVERAGES,shop=convenience,718 499-7462 / OPEN TO THE PUBLIC / None / CAROUSEL BEVERAGES / Miller ROUSEL / BEER SODA WATER & KEG BEER / None / Amst
brooklyn,brooklyn__57__crop_003,TP,brooklyn__57__crop_003,leisure=fitness_centre,Powerplay,leisure=fitness_centre,CP / PROGRES / Powerplay / 432 / powerplaykids.com / DELIVERY / 713-386-9582 / GYMNASTICS / ROCK CLIMBING / CAMP PROGRAM
brooklyn,brooklyn__58__crop_001,TP,brooklyn__58__crop_001,leisure=fitness_centre,Powerplay,leisure=fitness_centre,GYMNASTICS / ROCK CLIMBING / CAMP PROGRAMS / Powerplay / INDOOR PLAYSPACE / powerplaykids.com / ACTIVITY CENTER BIRTHDAY
brooklyn,brooklyn__58__crop_002,FP,,,GUINNESS,amenity=bar,FREE DELIVERY / GUINNESS • EXTRA STOUT / Presidente / EXTRA STOUT / ISELBEVERAGES.COM
brooklyn,brooklyn__59__crop_001,FP,,,"NEW MILLENNIUM MOTORS, INC",shop=car_repair,"GROUP ACTIVITIES / ACTIVITIES / 80 / NEW MILLENNIUM MOTORS, INC / AUTO SERVICE CENTER / QUALITY AS STANDARD / 718-789-26"
brooklyn,brooklyn__59__crop_002,TP,brooklyn__59__crop_001,shop=car_repair,"NEW MILLENNIUM MOTORS, INC.",shop=car_repair,"NEW MILLENNIUM / MOTORS, / INC. / AUTO SERVICE CENTER / 718-788-2686AU10 SERVICE CENTER· COMPLETE BODY WORK / QUALITY AS"
brooklyn,brooklyn__59__crop_003,FP,,,"NEW MILLENNIUM MOTORS, INC.",shop=car_repair,"NEW MILLENNIUM / MOTORS, / INC. / AUTO SERVICE CENTER / 718-788-2686 / QUALITY AS STANDARD / 428-436 3RD AVE."
brooklyn,brooklyn__6__crop_001,TP,brooklyn__6__crop_001,,E.T.A UNIVERSAL OUTREACH,office=company,E.T.E.TA UNIVERSAL OUTREACH / E / In memory of Ella Theresa Arnold / 577A Nostrand Ave / For Further Inquiries Contact E
brooklyn,brooklyn__6__crop_002,FP,,,E.T.E.TA UNIVERSAL OUTREACH,office=company,E.T.E.TA UNIVERSAL OUTREACH / In memory of Ella Theresa Arnold / 577A Nostrand Ave / 347-240-5572
brooklyn,brooklyn__60__crop_001,TP,brooklyn__60__crop_001,leisure=fitness_centre,Powerplay,leisure=fitness_centre,INDOOR PLAYSPACE / BIRTHDAY PARTIES / Powerplay / jump. / GYMNASTICS / ACTIVITY CENTER 718-369-9880 / ACTIVITY / powerpl
brooklyn,brooklyn__60__crop_002,TP,brooklyn__60__crop_004,office=estate_agent,RISE,amenity=restaurant,R / RISE / DEVELOPMENT / NEW M
brooklyn,brooklyn__60__crop_003,FP,,,Powerplay,leisure=fitness_centre,INDOOR PLAYSPACE / BIRTHDAY PARTIES / Powerplay / GYMNASTICS / ROCK CLIMBING ACTIVITY CENTER 718-369-9880 / CAMP PROGRAM
brooklyn,brooklyn__60__crop_004,TP,brooklyn__60__crop_002,,CAPITOL,amenity=bar,WATER / OPEN TO THE PUBLIC / BEVERAGES / ICE / EL / CAPITOL / FREE / BEVERAGES / ICE / BEER SODA / FRANCHISED REVEDAGES
brooklyn,brooklyn__61__crop_001,TP,brooklyn__61__crop_001,office=company,DONATO,amenity=restaurant,PLUMBING / HEATING / 718 / DONATO / COMMERCIAL / 718 768-4041
brooklyn,brooklyn__62__crop_001,TP,brooklyn__62__crop_001,amenity=pharmacy,DRUG STORE,amenity=pharmacy,DRUG / STORE / 718-221-1838 Franklin & Carroll / US Pharmacy Dept Within 386
brooklyn,brooklyn__63__crop_001,TP,brooklyn__63__crop_001,amenity=restaurant,Brothers,shop=convenience,Brothers / FOOD CENTER / Liink NYC
brooklyn,brooklyn__64__crop_001,TP,brooklyn__64__crop_001,shop=hairdresser,BEAUTY SALON,shop=beauty,347-241-5731 / BEAUTY SALON / 718-783-7590
brooklyn,brooklyn__65__crop_001,TP,brooklyn__65__crop_001,amenity=fast_food,New HARDEE,amenity=restaurant,CHINESE & / USA / New HARDEE / AMERICAN / USA / FOOD TO TAKE OUT / CHICKEN-SEAFOOD-SALAD-BURGER-CHEESESTEAK-CHINESE FOOD
brooklyn,brooklyn__66__crop_001,TP,brooklyn__66__crop_002,shop=supermarket,MOZEB,shop=convenience,MOZEB / 871
brooklyn,brooklyn__66__crop_002,TP,brooklyn__66__crop_001,shop=convenience,DELI,shop=convenience,DELI / INC.
brooklyn,brooklyn__66__crop_003,FP,,,ONE,unknown,ONE
brooklyn,brooklyn__67__crop_001,TP,brooklyn__67__crop_001,,Vanity Dreams,shop=hairdresser,Dreams / Vanity Dreams / HAIR DESIGNS / 718-735-4730 / 859 Complete Hair Care
brooklyn,brooklyn__68__crop_001,TP,brooklyn__68__crop_001,shop=hairdresser,Hair We Are,shop=hairdresser,Hair We Are / JERRY CURLS·RELAXER·WEAVE·BRAID·FINGER WAVE·HAIR CUT·COMING / We Are / 847 Ph. 718-773-5094 / UNISEX SALON
brooklyn,brooklyn__68__crop_002,TP,brooklyn__68__crop_002,amenity=clinic,Franklin Eyecare,shop=optician,Franklin / Eyecare / tel: (718) 604-1002 / 847 / fax: (718) 604-1027
brooklyn,brooklyn__68__crop_003,FP,,,DELIVERY,shop=convenience,S / DELIVERY / -2270
brooklyn,brooklyn__69__crop_001,TP,brooklyn__69__crop_001,shop=beauty,AMY UNIQUE NAILS,shop=beauty,AMY UNIQUE NAILS INC. / PROFESSIONAL NAIL CARE & DESIGNS / 839 Franklin Ave. 718-493-0801
brooklyn,brooklyn__69__crop_002,TP,brooklyn__69__crop_003,amenity=restaurant,Lemon Grass,amenity=restaurant,Lemon Grass / JAMAICAN CUISINE WE DO CATERING • DELIVERY / THE TRUE JAMAICAN FLAVOR 718-953-2270 / JAMAIAN CUISINE
brooklyn,brooklyn__69__crop_003,FP,,,008,shop=convenience,008
brooklyn,brooklyn__7__crop_001,TP,brooklyn__7__crop_001,,REALTY CORP.,office=estate_agent,1500 SQ. FT / 50 FT. FRONTAGE / SPACE AVAILABLE / Call Josh / 917.417.7834 ARC AUGENBAUM 718.484.7895 / REALTY CORP. / F
brooklyn,brooklyn__70__crop_001,TP,brooklyn__70__crop_001,amenity=fast_food,JUICY KING CRAB,amenity=fast_food,Juicy / King Crab / Express / JUICY KING CRAB / 718-684-6008 / 837 Cajun Seafood Restaurant
brooklyn,brooklyn__70__crop_002,TP,brooklyn__70__crop_002,amenity=fast_food,Juicy King Crab,amenity=fast_food,Juicy King Crab / Express / JUICY / KING / CRAB / 837 2022 Google / ENJOY SEAFOOD RESTAURANT / 718-684-6008
brooklyn,brooklyn__71__crop_001,TP,brooklyn__71__crop_001,shop=beauty,Golden Nails,shop=beauty,NAILS / Golden 7 / 718-857-6215 / 1433 FULTON ST PROFESSIONAL NAIL CARE
brooklyn,brooklyn__71__crop_002,FP,,,Meen,shop=beauty,Meen / Meenu / Waxing lof / 1435 FULTON ST. / 917 239 6701 / 347 553 2842 / THREADING. WAXING. FACIAL. DERMAPLANING. EYE
brooklyn,brooklyn__72__crop_001,TP,brooklyn__72__crop_001,,The Gospel Den,unknown,"The Gospel Den / Unique Experience"" / 718-398-7205"
brooklyn,brooklyn__73__crop_001,TP,brooklyn__73__crop_001,amenity=fast_food,POpeYeS,amenity=fast_food,POpeYeS
brooklyn,brooklyn__73__crop_002,TP,brooklyn__73__crop_002,shop=supermarket,Super Foodtown,shop=supermarket,Super Foodtown / Superi / Brown?
brooklyn,brooklyn__74__crop_001,TP,brooklyn__74__crop_002,,The Gospel Den,amenity=bar,The Gospel Den / Unique Experience
brooklyn,brooklyn__74__crop_002,TP,brooklyn__74__crop_001,,Meenu Waxing,shop=beauty,loft / Meenu Waxing / Meenu Waxing loft / Waxing Loft / 435 Fulton St. / 917 239 6701 / 347 553 2842 / THREADING . WAXIN
brooklyn,brooklyn__75__crop_001,TP,brooklyn__75__crop_002,shop=beauty,Modern Nails,shop=beauty,Modern Nails / Brooklyn / 516-895-4038 / 1441 Fulton St. / Professional Nails Care / Tel 718-625-6338
brooklyn,brooklyn__75__crop_002,TP,brooklyn__75__crop_001,shop=clothes,NEXT LEVEL,shop=hardware,NEXT LEVEL / 1439 / 718-789-2301
brooklyn,brooklyn__75__crop_003,FP,,,perience,amenity=restaurant,NEASruem / perience / 지도(제목 없음) / 지도에 대한 설명을 입력하세요. / 718-398-7205
brooklyn,brooklyn__76__crop_001,TP,brooklyn__76__crop_001,shop=beauty,Modern Nails,shop=beauty,Modern Nails / Google / Fulton St. Professional Nails Care / 1441 Fulton St. / Tel: 917-966-4899
brooklyn,brooklyn__76__crop_002,FP,,,Blessed Min,amenity=cafe,Blessed Min / · COFFEE · SALAD BAR - JUICE / 1443 SANDWICHES · FAST FOOD ·
brooklyn,brooklyn__76__crop_003,FP,,,FASHIONS,shop=clothes,XT / FASHIONS / 718-789-2301
brooklyn,brooklyn__77__crop_001,TP,brooklyn__77__crop_001,shop=beauty,Modern Nails,shop=beauty,Modern Nails / Brooklyn / 1441 Fulton St. Professional Nails Care / Tel: 917-966-4899
brooklyn,brooklyn__77__crop_002,TP,brooklyn__77__crop_002,shop=supermarket,Blessed Mini Market,shop=convenience,Blessed Mini Market / FAST FOOD
brooklyn,brooklyn__78__crop_001,TP,brooklyn__78__crop_001,shop=supermarket,"MNS 99 CENTS & UP, INC",shop=convenience,"MNS 99 CENTS & UP, INC"
brooklyn,brooklyn__79__crop_001,TP,brooklyn__79__crop_001,shop=hairdresser,ASUNA,shop=hairdresser,HAIR STUDIO / 718.255.7367 / ASUNA / 1442 / HAIRSTYLISTS / HAIRBRAIDERS / LOCS / 142
brooklyn,brooklyn__79__crop_002,FP,,,Rent Inc.,office=company,Rent Inc. / 347-533-6011
brooklyn,brooklyn__79__crop_003,TP,brooklyn__79__crop_002,,,shop=mobile_phone,1448 FILLMORE ST. / B24 / 555-69-2333
brooklyn,brooklyn__8__crop_001,TP,brooklyn__8__crop_001,shop=beauty,New Salon NAILS,shop=beauty,New / Salon / NAILS / Tel: (718) 363-1628 / 622 Nostrand Ave
brooklyn,brooklyn__8__crop_002,FP,,,oilz Natural Hair,shop=hairdresser,oilz Natural Hair / 62 Grand Ave coilznaturalhair TEL: 347- / 62 trand Ave
brooklyn,brooklyn__80__crop_001,TP,brooklyn__80__crop_001,amenity=bar,Fulton Ale,amenity=bar,WHISKEYS / FULTON ale / ALES / SPIRITS / LAGERS
brooklyn,brooklyn__80__crop_002,TP,brooklyn__80__crop_003,shop=hairdresser,HAIR STUDIO,shop=hairdresser,HAIR STUDIO / 718.255.7367 BARBERS / HAIRSTYLISTS / HAIR STUDIO / BARBERS / HAIRBRAIDERS / LOCS / 718.255.7367 / 1442
brooklyn,brooklyn__80__crop_003,TP,brooklyn__80__crop_002,amenity=restaurant,Soldier Restaurant,amenity=restaurant,Soldier Restaurant Inc. / Buffet / 1444 FULTON ST.
brooklyn,brooklyn__80__crop_004,FP,,,Soldier Restaurant,amenity=restaurant,Soldier Restaurant Inc. / Buffet / 1444 FULTON ST.
brooklyn,brooklyn__81__crop_001,TP,brooklyn__81__crop_001,shop=beauty,Oumou's BEAUTY SUPPLY,shop=beauty,Oumou's BEAUTY SUPPLY / 1987 Natural & Style
brooklyn,brooklyn__82__crop_001,TP,brooklyn__82__crop_001,,P.J.'s Hair Perfection,shop=hairdresser,P.J.'s * / Hair / Perfection / 1455 A full Service Salon Call 718 363-7800
brooklyn,brooklyn__83__crop_001,TP,brooklyn__83__crop_001,amenity=bar,Fulton Ale House,amenity=bar,Cold / WHISKEYS / DRAUGHT / FULTON / ALES / SPIRITS / LAGERS / ALE HOUSE
brooklyn,brooklyn__83__crop_002,TP,brooklyn__83__crop_002,amenity=restaurant,A GUSTO,amenity=restaurant,A GUSTO
brooklyn,brooklyn__83__crop_003,FP,,,Soldier,amenity=restaurant,Soldier / 144 FULTON ST.
brooklyn,brooklyn__84__crop_001,TP,brooklyn__84__crop_001,,BEDFORD-STUYVESANT FAMILY HEALTH CENTER,amenity=clinic,BEDFORD-STUYVESANT FAMILY HEALTH CENTER
brooklyn,brooklyn__85__crop_001,TP,brooklyn__85__crop_001,,Brooklyn Legal Services,office=company,Brooklyn Legal Services / Corporation A
brooklyn,brooklyn__86__crop_001,TP,brooklyn__86__crop_001,,Brooklyn Legal Services,office=company,Brooklyn Legal Services / Corporation A
brooklyn,brooklyn__86__crop_002,TP,brooklyn__86__crop_002,amenity=fast_food,Domino's,amenity=fast_food,Domino's
