model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag
gemma3:4b,vlm,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JOHN GARDEN,restaurant
gemma3:4b,vlm,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,Bargainland Department Stores,shop
gemma3:4b,vlm,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,restaurant
gemma3:4b,vlm,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway Gourmet Deli & Grill,restaurant
gemma3:4b,vlm,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel
gemma3:4b,vlm,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,7 Eleven,amenity=fast_food
gemma3:4b,vlm,gangnam__81__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:4b,vlm,gangnam__71__crop_002,gangnam,맥주창고,amenity=bar,새계백주 할인점 B1,shop=convenience
gemma3:4b,vlm,gangnam__62__crop_002,gangnam,MINISTOP,shop=convenience,MINISTOP,shop=convenience
gemma3:4b,vlm,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,일학아학족발·민생·순대국,restaurant
gemma3:4b,vlm,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,ROYAL KITCHEN,restaurant
gemma3:4b,vlm,gangnam__71__crop_001,gangnam,금초한의원,amenity=clinic,금초한의원,amenity=clinic
gemma3:4b,vlm,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN Japanese dishe.,restaurant
gemma3:4b,vlm,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe
gemma3:4b,vlm,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,amenity=bar
gemma3:4b,vlm,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,쭈파도건세피,amenity=cafe
gemma3:4b,vlm,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,육국창,amenity=restaurant
gemma3:4b,vlm,gangnam__98__crop_001,gangnam,KOREA POST,amenity=post_office,서울특별시 대치4동 우편취급부,amenity=post_office
gemma3:4b,vlm,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,동대네 겠게임,amenity=cafe
gemma3:4b,vlm,gangnam__66__crop_002,gangnam,으뜸 공인중개사,office=estate_agent,일음공안동개시,shop=convenience
gemma3:4b,vlm,gangnam__37__crop_001,gangnam,eye scream,shop=optician,eye scream,amenity=ice_cream
gemma3:4b,vlm,gangnam__79__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,선덕대학교,school
gemma3:4b,vlm,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라다니스,restaurant
gemma3:4b,vlm,gangnam__74__crop_001,gangnam,밥타임,amenity=restaurant,밥잡일,amenity=cafe
gemma3:4b,vlm,gangnam__57__crop_001,gangnam,삼성서점,shop=books,대삼성서점,amenity=book_cafe
gemma3:4b,vlm,gangnam__61__crop_001,gangnam,PAIK S COFFEE,amenity=cafe,PAIK'S COFFEE,amenity=cafe
gemma3:4b,vlm,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskin BR robbins,amenity=ice_cream
gemma3:4b,vlm,gangnam__90__crop_001,gangnam,Nice to CU,shop=convenience,CU,shop=convenience
gemma3:4b,vlm,gangnam__18__crop_001,gangnam,MLB,shop=clothes,MLB,shop=convenience
gemma3:4b,vlm,gangnam__62__crop_001,gangnam,MINISTOP,shop=convenience,MINISTOP,amenity=fast_food
gemma3:4b,vlm,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로 빈 일,amenity=bar
gemma3:4b,vlm,gangnam__7__crop_003,gangnam,7 ELEVEN,shop=convenience,SEVEN ELEVEN,shop=convenience
gemma3:4b,vlm,gangnam__68__crop_001,gangnam,by LYNN,shop=clothes,by LYNN designed feminine,shop=clothes
gemma3:4b,vlm,gangnam__67__crop_002,gangnam,천재 공인중개사,office=estate_agent,천재,amenity=restaurant
gemma3:4b,vlm,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,FOOD CAFE,amenity=cafe
gemma3:4b,vlm,gangnam__64__crop_001,gangnam,SUSHI BROS,amenity=restaurant,SUSHI BROTHERS,restaurant
gemma3:4b,vlm,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,Emời VIETNAM KITCHEN,restaurant
gemma3:4b,vlm,suwon__20__crop_002,suwon,권약국,amenity=pharmacy,건약국,shop=convenience
gemma3:4b,vlm,suwon__17__crop_001,suwon,포장마차,amenity=bar,포장마차,amenity=restaurant
gemma3:4b,vlm,suwon__64__crop_001,suwon,곤드레밥집,amenity=restaurant,구덕새밥집,restaurant
gemma3:4b,vlm,suwon__2__crop_004,suwon,LaLa COIN,amenity=karaoke_box,Lala Coin,shop=convenience
gemma3:4b,vlm,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,뮤지학과,amenity=cafe
gemma3:4b,vlm,suwon__36__crop_002,suwon,지하철,amenity=bar,도매하는 포장마차 기하점,restaurant
gemma3:4b,vlm,suwon__16__crop_001,suwon,골드문주차장,amenity=parking,클드문주자장,amenity=restaurant
gemma3:4b,vlm,suwon__82__crop_001,suwon,시골집,amenity=restaurant,지산,restaurant
gemma3:4b,vlm,suwon__97__crop_001,suwon,어구미,amenity=restaurant,분점,amenity=restaurant
gemma3:4b,vlm,suwon__83__crop_001,suwon,시온성,amenity=restaurant,지운성,amenity=restaurant
gemma3:4b,vlm,suwon__18__crop_001,suwon,삼정세탁,shop=laundry,삼정세택,amenity=school
gemma3:4b,vlm,suwon__42__crop_003,suwon,아리랑,amenity=restaurant,안락식품인쇄,restaurant
gemma3:4b,vlm,suwon__35__crop_001,suwon,용인 전통 순대국,amenity=restaurant,용인 전통 순대국,amenity=restaurant
gemma3:4b,vlm,suwon__48__crop_001,suwon,황소고집,amenity=restaurant,향수감,restaurant
gemma3:4b,vlm,suwon__62__crop_001,suwon,권약국,amenity=pharmacy,권약국,shop=convenience
gemma3:4b,vlm,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,일반음식점,restaurant
gemma3:4b,vlm,suwon__42__crop_001,suwon,BAR \BOBOS,amenity=bar,BAR BOBOS,amenity=bar
gemma3:4b,vlm,suwon__23__crop_001,suwon,백학다방,amenity=cafe,백학당방,restaurant
gemma3:4b,vlm,suwon__42__crop_002,suwon,두리아족보쌈,amenity=restaurant,드림아 주쓰삼,restaurant
gemma3:4b,vlm,suwon__41__crop_001,suwon,한라돈,amenity=restaurant,한라동,restaurant
gemma3:4b,vlm,suwon__29__crop_001,suwon,MALU HOTEL,tourism=hotel,MALU HOTEL,tourism=hotel
gemma3:4b,vlm,suwon__65__crop_001,suwon,대우 마이홈,office=estate_agent,대우마이룸,amenity=cafe
gemma3:4b,vlm,suwon__34__crop_001,suwon,쪽갈비전문점 예감,amenity=restaurant,주식회사 예강,amenity=cafe
gemma3:4b,vlm,suwon__66__crop_002,suwon,VALENTI,shop=clothes,VALENTI,shop=convenience
gemma3:4b,vlm,suwon__65__crop_003,suwon,VALE,,VALE,shop=convenience
gemma3:4b,vlm,suwon__62__crop_002,suwon,권약국,amenity=pharmacy,원국,restaurant
gemma3:4b,vlm,suwon__15__crop_001,suwon,커리어 헤어 디자인,shop=hairdresser,커버헤어 디자인,shop=hairdresser
gemma3:4b,vlm,suwon__60__crop_001,suwon,한빛약국,amenity=pharmacy,대한민국,school
gemma3:4b,vlm,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입 엔트리 가구,shop=furniture
gemma3:4b,vlm,suwon__25__crop_001,suwon,로맨틱 커피숍,amenity=cafe,오웬틱 커피숍,amenity=cafe
gemma3:4b,vlm,suwon__55__crop_001,suwon,엽기떡볶이,amenity=fast_food,불닭발이,restaurant
gemma3:4b,vlm,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,진성공업사,office=building
gemma3:4b,vlm,suwon__31__crop_001,suwon,두부해물마을,amenity=restaurant,국부채물육,restaurant
gemma3:4b,text,brooklyn__28__crop_001,brooklyn,GALAXY BEAUTY SHOP,shop=beauty,GALAXY,shop=beauty
gemma3:4b,text,brooklyn__13__crop_002,brooklyn,9ROUND,leisure=fitness_centre,OROUND / 30 MIN KICKBOX FITAIECE,amenity=fitness_centre
gemma3:4b,text,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,BEER CAROUSEL,amenity=bar
gemma3:4b,text,brooklyn__49__crop_002,brooklyn,enterprise,amenity=car_rental,enterprise / rent-a-car,amenity=car_rental
gemma3:4b,text,brooklyn__46__crop_001,brooklyn,NOOKLYN,office=estate_agent,NOOKLYN,shop=books
gemma3:4b,text,brooklyn__31__crop_001,brooklyn,DELI GRILL,shop=convenience,ALAt / DELI&GRILL,amenity=restaurant
gemma3:4b,text,brooklyn__26__crop_001,brooklyn,RYERSON,amenity=restaurant,RYERSON,shop=convenience
gemma3:4b,text,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,MOZEB,shop=convenience
gemma3:4b,text,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden7,amenity=restaurant
gemma3:4b,text,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails / Inc.,shop=beauty
gemma3:4b,text,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,MIGHTY QUINN'S / Slow Smoked Barbeque,amenity=restaurant
gemma3:4b,text,brooklyn__16__crop_002,brooklyn,CAMBRIDGE LEACH INC,office=company,Pe CAMBRIDGE & LEACH INC.,office=company
gemma3:4b,text,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,hrAnLeoCLmL,shop=jewelry
gemma3:4b,text,brooklyn__42__crop_001,brooklyn,Bagel Pub,amenity=bar,Bagel Pub,amenity=restaurant
gemma3:4b,text,brooklyn__12__crop_001,brooklyn,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant
gemma3:4b,text,brooklyn__11__crop_001,brooklyn,LIT TAX SOLUTIONS,,TAX / ELITE / SOLUTIONS / INC.,office=company
gemma3:4b,text,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,COT KE3 FULTON HOME CENTER,shop=hardware
gemma3:4b,text,brooklyn__27__crop_002,brooklyn,SHORTY CANDY,shop=supermarket,SHORTYGANDY,amenity=restaurant
gemma3:4b,text,brooklyn__29__crop_001,brooklyn,CROWN DISCOUNT STORE 99,shop=supermarket,CROWN DISCOUNT STORE,shop=supermarket
gemma3:4b,text,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant
gemma3:4b,text,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE / IDEVELOPMENT,office=company
gemma3:4b,text,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,NA,unknown
gemma3:4b,text,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,GraNASTICS / Powerplay,amenity=restaurant
gemma3:4b,text,brooklyn__25__crop_001,brooklyn,URBAN MARKET BY,shop=supermarket,URBAN / MARKET BY ey Food,amenity=restaurant
gemma3:4b,text,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,LemonGrass / THE TRUE JAMAICAN FLAVOR,amenity=restaurant
gemma3:4b,text,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=beauty
gemma3:4b,text,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS INC.,shop=beauty
gemma3:4b,text,brooklyn__95__crop_001,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:4b,text,brooklyn__41__crop_001,brooklyn,FRANKLIN EXPRESS,shop=laundry,FRANKLIN EXPRESS / LAUNDRY CENTER,shop=laundry
gemma3:4b,text,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JUHN GARDEN,amenity=restaurant
gemma3:4b,text,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND / DEPARIENTS STORES,amenity=bar
gemma3:4b,text,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:4b,text,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway / GOURMET DELI & GRILL,amenity=restaurant
gemma3:4b,text,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel
gemma3:4b,text,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience
gemma3:4b,text,gangnam__81__crop_001,gangnam,GS25,shop=convenience,Fieny aFriendly / GS25 / FnFun인타장,shop=convenience
gemma3:4b,text,gangnam__71__crop_002,gangnam,맥주창고,amenity=bar,맥주창고 / 세계맥주 할인점,amenity=bar
gemma3:4b,text,gangnam__62__crop_002,gangnam,MINISTOP,shop=convenience,HINI SO,shop=convenience
gemma3:4b,text,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,다당흑마늘족발 보쌈 순대국,restaurant
gemma3:4b,text,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant
gemma3:4b,text,gangnam__71__crop_001,gangnam,금초한의원,amenity=clinic,금초한의원,amenity=clinic
gemma3:4b,text,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=restaurant
gemma3:4b,text,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe
gemma3:4b,text,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA / JOVEN,amenity=cafe
gemma3:4b,text,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,쭈꾸미불고기전문 / 파파스레시피,amenity=restaurant
gemma3:4b,text,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,NAJUGA,amenity=restaurant
gemma3:4b,text,gangnam__98__crop_001,gangnam,KOREA POST,amenity=post_office,KOREA POST,amenity=post_office
gemma3:4b,text,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,통돼지김치찌개 / 통돼지찌개집 / 생고기화로구이,restaurant
gemma3:4b,text,gangnam__66__crop_002,gangnam,으뜸 공인중개사,office=estate_agent,으뜸,office=estate_agent
gemma3:4b,text,gangnam__37__crop_001,gangnam,eye scream,shop=optician,아의스크림,amenity=ice_cream
gemma3:4b,text,gangnam__79__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,윤미역직영점 / 사래국 강자보리방,amenity=restaurant
gemma3:4b,text,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,shop=furniture
gemma3:4b,text,gangnam__74__crop_001,gangnam,밥타임,amenity=restaurant,Korean Bob Time,amenity=restaurant
gemma3:4b,text,gangnam__57__crop_001,gangnam,삼성서점,shop=books,삼성서점,shop=books
gemma3:4b,text,gangnam__61__crop_001,gangnam,PAIK S COFFEE,amenity=cafe,PAIK'S COFFEE,amenity=cafe
gemma3:4b,text,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskiN BR robbiNs,amenity=restaurant
gemma3:4b,text,gangnam__90__crop_001,gangnam,Nice to CU,shop=convenience,Niceto CU,amenity=cafe
gemma3:4b,text,gangnam__18__crop_001,gangnam,MLB,shop=clothes,B,unknown
gemma3:4b,text,gangnam__62__crop_001,gangnam,MINISTOP,shop=convenience,MINI STOP,amenity=restaurant
gemma3:4b,text,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로빈,amenity=bar
gemma3:4b,text,gangnam__7__crop_003,gangnam,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience
gemma3:4b,text,gangnam__68__crop_001,gangnam,by LYNN,shop=clothes,LYNN,amenity=restaurant
gemma3:4b,text,gangnam__67__crop_002,gangnam,천재 공인중개사,office=estate_agent,천재 공인중개사무소,office=estate_agent
gemma3:4b,text,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,김밥천국,amenity=restaurant
gemma3:4b,text,gangnam__64__crop_001,gangnam,SUSHI BROS,amenity=restaurant,SUSHI BROS / 초발 돈까스전문점,amenity=restaurant
gemma3:4b,text,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,엔머의 감남적,restaurant
gemma3:4b,text,suwon__20__crop_002,suwon,권약국,amenity=pharmacy,약 / 권약국,amenity=pharmacy
gemma3:4b,text,suwon__17__crop_001,suwon,포장마차,amenity=bar,장마치,amenity=cafe
gemma3:4b,text,suwon__64__crop_001,suwon,곤드레밥집,amenity=restaurant,곤드러밥집,amenity=restaurant
gemma3:4b,text,suwon__2__crop_004,suwon,LaLa COIN,amenity=karaoke_box,Lal a COIN,amenity=cafe
gemma3:4b,text,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,제EATSNOTIY,amenity=restaurant
gemma3:4b,text,suwon__36__crop_002,suwon,지하철,amenity=bar,노래하는 포장마차,amenity=bar
gemma3:4b,text,suwon__16__crop_001,suwon,골드문주차장,amenity=parking,골드문주차장,amenity=parking
gemma3:4b,text,suwon__82__crop_001,suwon,시골집,amenity=restaurant,D시골집,amenity=restaurant
gemma3:4b,text,suwon__97__crop_001,suwon,어구미,amenity=restaurant,가영점,amenity=cafe
gemma3:4b,text,suwon__83__crop_001,suwon,시온성,amenity=restaurant,시온성,amenity=restaurant
gemma3:4b,text,suwon__18__crop_001,suwon,삼정세탁,shop=laundry,삼정세탁,shop=laundry
gemma3:4b,text,suwon__42__crop_003,suwon,아리랑,amenity=restaurant,아리랑 빈태떡,amenity=restaurant
gemma3:4b,text,suwon__35__crop_001,suwon,용인 전통 순대국,amenity=restaurant,2산시 / 용인 전통 순대국 / 매탄점,amenity=restaurant
gemma3:4b,text,suwon__48__crop_001,suwon,황소고집,amenity=restaurant,황소고집 / 한우곱창 / 창업문의 매탄점,restaurant
gemma3:4b,text,suwon__62__crop_001,suwon,권약국,amenity=pharmacy,약 / 권약국,amenity=pharmacy
gemma3:4b,text,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,소원식당 / 기사식장,restaurant
gemma3:4b,text,suwon__42__crop_001,suwon,BAR \BOBOS,amenity=bar,BoBOS,amenity=bar
gemma3:4b,text,suwon__23__crop_001,suwon,백학다방,amenity=cafe,백학다방,amenity=cafe
gemma3:4b,text,suwon__42__crop_002,suwon,두리아족보쌈,amenity=restaurant,독리아 족보쌈,restaurant
gemma3:4b,text,suwon__41__crop_001,suwon,한라돈,amenity=restaurant,한라돈,amenity=restaurant
gemma3:4b,text,suwon__29__crop_001,suwon,MALU HOTEL,tourism=hotel,MALU HOTEL,tourism=hotel
gemma3:4b,text,suwon__65__crop_001,suwon,대우 마이홈,office=estate_agent,대우 맞이홈,office=building
gemma3:4b,text,suwon__34__crop_001,suwon,쪽갈비전문점 예감,amenity=restaurant,폭갈비전문점,amenity=restaurant
gemma3:4b,text,suwon__66__crop_002,suwon,VALENTI,shop=clothes,VALENT편집집,shop=books
gemma3:4b,text,suwon__65__crop_003,suwon,VALE,,VALE,shop=convenience
gemma3:4b,text,suwon__62__crop_002,suwon,권약국,amenity=pharmacy,권약,shop=convenience
gemma3:4b,text,suwon__15__crop_001,suwon,커리어 헤어 디자인,shop=hairdresser,커리어 헤어 디자인,shop=hairdresser
gemma3:4b,text,suwon__60__crop_001,suwon,한빛약국,amenity=pharmacy,한빛약국,amenity=pharmacy
gemma3:4b,text,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입 엔틱 가구,shop=furniture
gemma3:4b,text,suwon__25__crop_001,suwon,로맨틱 커피숍,amenity=cafe,로맨틱 커피숍,amenity=cafe
gemma3:4b,text,suwon__55__crop_001,suwon,엽기떡볶이,amenity=fast_food,수원역점,amenity=restaurant
gemma3:4b,text,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,신성공업사,office=company
gemma3:4b,text,suwon__31__crop_001,suwon,두부해물마을,amenity=restaurant,두부해물마을 / 최가네,restaurant
gemma3:12b,vlm,brooklyn__28__crop_001,brooklyn,GALAXY BEAUTY SHOP,shop=beauty,GALAXY BEAUTY SHOP,shop=beauty
gemma3:12b,vlm,brooklyn__13__crop_002,brooklyn,9ROUND,leisure=fitness_centre,9ROUND,leisure=fitness_centre
gemma3:12b,vlm,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL,amenity=bar
gemma3:12b,vlm,brooklyn__49__crop_002,brooklyn,enterprise,amenity=car_rental,enterprise rent-a-car,amenity=car_rental
gemma3:12b,vlm,brooklyn__46__crop_001,brooklyn,NOOKLYN,office=estate_agent,NOOKLYN,unknown
gemma3:12b,vlm,brooklyn__31__crop_001,brooklyn,DELI GRILL,shop=convenience,Wise Deli & Grill,amenity=restaurant
gemma3:12b,vlm,brooklyn__26__crop_001,brooklyn,RYERSON,amenity=restaurant,the RYERSON,office=building
gemma3:12b,vlm,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,MOZEB,unknown
gemma3:12b,vlm,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden 7 Nails,shop=beauty
gemma3:12b,vlm,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails Inc.,shop=beauty
gemma3:12b,vlm,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,Mighty Quinn's,amenity=restaurant
gemma3:12b,vlm,brooklyn__16__crop_002,brooklyn,CAMBRIDGE LEACH INC,office=company,CAMBRIDGE & LEACH INC.,office=company
gemma3:12b,vlm,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,Nostrand Gold Dealers,shop=jewelry
gemma3:12b,vlm,brooklyn__42__crop_001,brooklyn,Bagel Pub,amenity=bar,Bagel Pub,amenity=bar
gemma3:12b,vlm,brooklyn__12__crop_001,brooklyn,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant
gemma3:12b,vlm,brooklyn__11__crop_001,brooklyn,LIT TAX SOLUTIONS,,ELITE TAX SOLUTIONS INC.,office=company
gemma3:12b,vlm,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,HARDWARE & DISCOUNT,shop=hardware
gemma3:12b,vlm,brooklyn__27__crop_002,brooklyn,SHORTY CANDY,shop=supermarket,Shorty Candy & Grocery Co.,shop=convenience
gemma3:12b,vlm,brooklyn__29__crop_001,brooklyn,CROWN DISCOUNT STORE 99,shop=supermarket,CROWN DISCOUNT STORE & 99¢,shop=convenience
gemma3:12b,vlm,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant
gemma3:12b,vlm,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE DEVELOPMENT,office=company
gemma3:12b,vlm,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,NAIL,unknown
gemma3:12b,vlm,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre
gemma3:12b,vlm,brooklyn__25__crop_001,brooklyn,URBAN MARKET BY,shop=supermarket,URBAN MARKET BY Key Food FRESH,shop=supermarket
gemma3:12b,vlm,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,Lemon Grass,amenity=restaurant
gemma3:12b,vlm,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=beauty
gemma3:12b,vlm,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS INC.,shop=beauty
gemma3:12b,vlm,brooklyn__95__crop_001,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:12b,vlm,brooklyn__41__crop_001,brooklyn,FRANKLIN EXPRESS,shop=laundry,Franklin Express Laundry Center,shop=laundry
gemma3:12b,vlm,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JOHN GARDEN,amenity=restaurant
gemma3:12b,vlm,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND DEPARTMENT STORES,shop=supermarket
gemma3:12b,vlm,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:12b,vlm,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway Gourmet Deli & Grill,amenity=restaurant
gemma3:12b,vlm,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel
gemma3:12b,vlm,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience
gemma3:12b,vlm,gangnam__81__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,vlm,gangnam__71__crop_002,gangnam,맥주창고,amenity=bar,백두창고,unknown
gemma3:12b,vlm,gangnam__62__crop_002,gangnam,MINISTOP,shop=convenience,MINISTOP,shop=convenience
gemma3:12b,vlm,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,일흥마늘쪽방·보쌈·순대국,restaurant
gemma3:12b,vlm,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant
gemma3:12b,vlm,gangnam__71__crop_001,gangnam,금초한의원,amenity=clinic,금조한의원,amenity=clinic
gemma3:12b,vlm,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=bar
gemma3:12b,vlm,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe
gemma3:12b,vlm,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,amenity=bar
gemma3:12b,vlm,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,파파로스트 레시피,amenity=restaurant
gemma3:12b,vlm,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,나주가,restaurant
gemma3:12b,vlm,gangnam__98__crop_001,gangnam,KOREA POST,amenity=post_office,우편취급국,post_office
gemma3:12b,vlm,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,토용돼지 찌개밥집,amenity=restaurant
gemma3:12b,vlm,gangnam__66__crop_002,gangnam,으뜸 공인중개사,office=estate_agent,울동공안조개사,unknown
gemma3:12b,vlm,gangnam__37__crop_001,gangnam,eye scream,shop=optician,eye scream,cafe
gemma3:12b,vlm,gangnam__79__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,시계가 멈춘 밤길의,unknown
gemma3:12b,vlm,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,amenity=karaoke_box
gemma3:12b,vlm,gangnam__74__crop_001,gangnam,밥타임,amenity=restaurant,배츄읕,restaurant
gemma3:12b,vlm,gangnam__57__crop_001,gangnam,삼성서점,shop=books,대사염서점,shop=book
gemma3:12b,vlm,gangnam__61__crop_001,gangnam,PAIK S COFFEE,amenity=cafe,PAIK'S COFFEE,amenity=cafe
